What is your gender?,Other,How old are you?,Do you live in London?,How would you describe your ethnicity?,Other,Do you consider yourself to have a disability?,Are you a care experienced person?,Did you hear that the government is planning to cut free travel for under-18s in London?,Do you approve or disapprove the decision to cut free travel for under-18s in London?,How important is free transport in London for you?,How many buses / tubes / trams do you currently take to get to school or college?,How do you get to school or college?,Other,"If you have to pay for transport, will it change how you get to school or college?","If you have to pay for transport, how are you planning to get to school or college?",Other,"If you lose free travel, would this change the college or school you are considering attending?","Please describe what free transport means to you in a word, or words?","“If I lose free travel, I won’t travel out of my area as much unless I have to”","“If I lose free travel, I am worried getting to school/around London is less safe”","“If I lose free travel, I will cycle instead to the places I want to go”","“If I lose free travel, I can still afford to go to the places I want to go to”","“If I lose free travel, I am worried my parents will struggle to make ends meet”","“If I lose free travel, my mental health with suffer”",Museums ,Art galleries,Shopping centres,Parks and green spaces ,Areas outside your local borough or area,Sports clubs,Friends and family ,"Where else would you visit less than you do now, if you had to pay for travel?"
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,No,"Free transport as an under 18 who is still in full time education is a necessity. Those who come from low income households, like myself, will be gravely affected. I also go to work so it will be unfair that I will have to pay for travel from my income when I am getting paid per hour less than those over 18. Coronavirus which led to lockdown was unprecedented and has ruined the state of the economy but under 18’s should not have to pay.",5,3,4,3,5,3,1,1,2,4,1,1,2,The library
Female,,16,Yes,Black or Black British - Black African,,No,Yes,Yes,Dissaprove,5,Three,Bus,,Yes,Train,,Yes,It means we’re free to experience,5,4,4,1,5,4,1,1,2,1,2,1,3,My friends houses
Male,,16,Yes,Black or Black British – Black Caribbean,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,It let's me travel without feeling like I have to pay,4,4,5,1,5,3,4,4,1,3,1,1,1,Nowhere
Female,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Two,Bus,,No,,,Yes,Free travel is part of my everyday life I don’t work so it would be really difficult for me to pay for my transport,5,5,2,1,5,5,1,1,3,2,1,1,4,I would visit the library less and wouldn’t be able to attend lectures in london universities
Female,,18,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,Cheap travel,5,5,1,1,2,5,1,1,1,3,1,2,2,"Education,doctors"
Female,,17,Yes,White British,,No,Prefer not to say,No,Dissaprove,5,Three,Train,,Yes,,Cab,Yes,It means being able to still go out to gain an education without the costs of travel as we are not yet adults so shouldnt be paying same rate,5,4,2,1,5,4,1,1,4,3,2,2,3,N/a
Male,,16,Yes,Mixed - White and Asian,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,"It's an opportunity to get to where I need to be without having to pay, meaning I won't be broke because of transport costs.",4,4,3,2,4,4,1,1,3,3,2,5,4,Places of leisure
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,More than three,Bus,,Yes,Walk,,Yes,Easy,5,5,5,1,5,5,1,1,4,2,1,1,4,Library
Female,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Not sure,Life saver,4,5,1,2,2,5,3,1,4,5,1,1,3,Central london
Female,,16,Yes,White British,,No,Prefer not to say,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,An important stepping stone towards gaining a proper education,5,4,2,1,4,4,1,2,4,4,3,2,4,Libraries  and other social places
Male,,17,Yes,Asian or Asian British - Any other Asian background,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,good education,5,5,3,5,5,5,1,1,2,2,1,2,3,family and friends
Female,,16,Yes,White British,,No,Yes,Yes,Dissaprove,5,Two,Train,,Not sure,,,No,Useful and considerate,2,4,1,5,1,3,3,5,5,5,5,5,4,
Female,,16,Yes,,Czech ,No,Prefer not to say,No,Approve,5,Three,Bus,,Yes,Bus,,Yes,Very important because I’m broke,3,5,1,3,5,1,1,1,3,3,2,3,5,Idk
Female,,17,Yes,Any other White background,,No,Yes,Yes,Dissaprove,5,One,Walk,,Not sure,,,No,Freedom,4,3,1,5,1,1,3,2,3,2,2,2,2,Supermarkets
Female,,17,Yes,White British,,No,No,No,Dissaprove,5,One,Bus,,Yes,Walk,,No,Freedom to get out the house and travel,5,5,1,1,5,5,1,1,4,3,1,5,5,
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Essential,5,5,1,1,5,5,1,1,2,2,1,1,1,My mental health clinic
Male,,16,Yes,White British,,Yes,Yes,Yes,Dissaprove,5,Three,Bus,,Not sure,,,Not sure,Vital,4,3,3,2,3,3,3,2,3,3,2,3,4,Would have to cut down on going anywhere
Female,,17,Yes,White British,,No,Yes,Yes,Approve,2,One,Tube,,Yes,Train,,Yes,Free,2,1,3,3,3,3,3,3,3,3,3,2,3,Everything
Female,,16,Yes,White British,,Yes,Prefer not to say,Yes,Dissaprove,5,Three,Train,,Yes,,Not sure can’t afford it,Yes,,5,5,1,1,5,5,1,1,2,1,1,1,3,
Male,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,Massive help to go college,4,3,2,3,4,3,1,1,3,3,2,2,3,Mentoring
Male,,16,Yes,Asian or Asian British - Any other Asian background,,No,Yes,No,Dissaprove,5,More than three,Bus,,Yes,Train,,Yes,Easier life,4,4,5,1,5,3,1,1,2,4,1,3,3,School
Female,,18,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,It’s very convenient,3,3,3,1,5,5,4,4,5,5,5,4,5,Friends houses
Female,,16,Yes,Black or Black British – Black Caribbean,,No,No,No,Dissaprove,5,One,Bus,,Yes,Bus,,No,helps to save money,4,4,1,5,4,1,2,1,5,3,1,1,5,meet friends
Male,,16,Yes,Black or Black British – Black Caribbean,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,It lets me be able to use more of my time studying instead bothering my mum to drop me off or waking up at ungodly hours,5,3,1,2,4,2,2,2,3,3,2,3,4,
Male,,17,Yes,Black or Black British - Black African,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,,Car,Yes,Comfort in travelling knowing you don’t need extra money for it every day,1,3,1,1,5,2,1,1,2,5,5,5,5,School
Female,,16,Yes,Black or Black British - Any other Black background,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,It helps me get to my college and hospital appointments and i need it to go shopping to help my sickly family and to get to work,3,4,2,1,5,5,1,1,2,1,1,1,3,I would struggle to gi to my hospital appointments and my therapy sessions
Female,,16,Yes,Any other White background,,No,Prefer not to say,Yes,Dissaprove,5,Three,Bus,,Yes,Walk,,Not sure,Freedom to go wherever I want,4,3,3,1,5,3,2,3,2,2,2,1,3,Central London
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Not sure,I don’t have that much money for myself,5,3,2,2,4,3,1,1,1,1,1,2,1,Everywhere
Female,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Yes,It will cost my family more as at the moment getting a job to help pay my way is difficult,5,5,1,3,5,4,4,2,3,3,3,3,3,"Friends, cinema, ice skating"
Female,,16,Yes,White British,,No,No,No,Dissaprove,5,Two,Train,,Not sure,,,No,Something that I can rely on without asking my parents and at a young age with not having a lot of money,3,4,2,4,4,3,4,2,5,5,5,5,5,School
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,No,,,No,Free travel is important as I believe that underaged people should not have to pay because there is no need for them to pay just to travel.,5,3,1,3,5,2,1,1,4,3,1,1,3,N/A
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Bus,,Yes,It gives me freedom to go where I want very easily,5,5,1,1,5,3,1,2,2,1,1,1,1,School
Female,,16,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Not sure,It means a lot. It’s needed,4,3,1,5,4,3,3,3,5,5,4,1,4,Unsure
Male,,16,Yes,Mixed - White and Black Caribbean,,No,Prefer not to say,No,Dissaprove,5,More than three,Bus,,Yes,Cycle,,Yes,Freedom,5,3,4,1,5,5,1,1,3,2,1,1,2,Gym
Female,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,Cycle,,No,,1,3,4,1,4,4,2,1,2,4,4,1,4,"Libraries, charity shops etc."
Female,,16,Yes,Asian or Asian British – Pakistani,,No,Prefer not to say,Yes,Dissaprove,5,Two,Walk,,No,,,No,Previlege,5,5,1,3,3,3,1,1,3,3,2,1,3,"Hospital, going out with friends, job opportunity"
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,One,Walk,,Yes,Tube,,Not sure,Being able to move freely without having to bear the expenses,3,4,2,3,5,3,1,1,3,3,4,1,4,University
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,One,,Car,No,,,Yes,"Do not have to worry about distance when thinking of jobs,school",5,5,1,1,5,2,2,3,2,1,1,1,1,N
Female,,16,Yes,Black or Black British - Black African,,No,No,No,Dissaprove,5,Two,Bus,,Not sure,,,Not sure,Free transport allows me to get alot of places that are necessary for me not only regarding to school but youth groups and work l. Free travel means i dont have to worry about transportation and i know that i will get to my destination without having to worry about cost,4,4,1,3,1,1,1,1,4,3,3,3,3,youth centre
Female,,16,Yes,Black or Black British – Black Caribbean,,Yes,No,Yes,Dissaprove,4,Three,Tube,,Yes,Train,,Yes,Everything,5,5,5,5,5,5,5,4,4,4,4,5,5,School
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,"free transport means a lot to me. i love being able to travel across the city to meet my friends as so many of them don’t live within walking distance. i can get to places easily and quickly for no money at all which is really convenient, especially as i am a student and don’t really have a stable source of income",5,4,4,2,3,5,2,1,3,4,2,1,3,certain areas around central london as they’re quite far away from my house and i wouldn’t be able to drive or cycle there :(
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,Essential for daily life as essential as oxygen,5,5,3,3,5,3,1,1,4,4,2,1,5,Shopping malls
Female,,18,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Bus,,Yes,Walk,,No,Amazing,4,3,4,4,3,3,3,3,4,3,4,2,4,Central London
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,No,Free transportation is everything because it allows me to get where I need to go yo on time and get to school,5,5,3,1,5,5,1,2,5,5,5,2,3,Friends and family
Female,,18,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,Train,,Not sure,Makes the possibility of getting to college and work much higher ! Allows more freedom,4,5,1,3,5,4,2,1,3,3,3,1,4,"Central London, educational experiences"
Female,,16,Yes,Any other White background,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,"free travel is what allows me to get to school when I have no money. This choice was made stupidly by people only governed by the getting cash placed quickly in hand. The school system in general is highly unfavourable for people with lower funds, but to now remove the offspring of these families is stupid. Without attending school, the will not be allowed to learn correctly.",5,5,5,1,5,5,1,1,1,1,1,1,1,I would be unable to attend school and other places like hospitals which I regularly visit.
Female,,16,Yes,Black or Black British - Black African,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Cared for,4,4,3,2,3,4,2,1,4,3,1,2,3,Large shopping centres
Female,,16,Yes,Black or Black British - Black African,,No,Prefer not to say,Yes,Don't know,5,Three,Bus,,Yes,Cycle,,Not sure,Alot,5,5,5,3,5,4,1,3,4,4,5,4,3,Nothing
Male,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,One,Walk,,Not sure,,,Yes,Free travel just makes everything easier for me,5,5,1,3,5,3,1,1,3,5,3,5,5,Church
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,No,Being able to go to school without worrying about if I can afford it.,3,4,1,2,5,4,2,2,2,2,2,2,2,Events from universities
Female,,17,Yes,Asian or Asian British – Indian,,No,Yes,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,Quick transport to wchool,4,5,2,2,5,3,1,1,5,5,4,3,5,Mosque
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Train,,No,,,Yes,Getting to school 5 days a week is far too expensive as well as paying for books and tuition,5,5,1,1,5,4,2,4,3,3,2,2,4,"Appointments, would find it harder to go to work and college"
Female,,16,Yes,Prefer Not to Say,,No,No,Yes,Don't know,5,Two,Bus,,Yes,Walk,,Yes,It’s a need for me,5,5,2,1,2,1,2,2,4,4,2,3,2,Libraries
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,Yes,No,Dissaprove,5,One,Walk,,Yes,Walk,,No,Free transport means I don't have to worry about putting money in my oyster constantly and using it on other important things,5,4,1,3,5,2,1,1,4,1,2,2,4,Restaurants
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Yes,"Free transport, is being able to wake up everyday without having to think if you have enough funds to take you to school or not. As teenagers, we have many things that worry us to then have the added the pressure of “how I’m getting to school”. Not even child has the privilege to be driven to school by their parents that no longer having free buses in my eyes makes no sense at all. I believe more people will take train, which has a greater impact than perhaps using sustainable buses.",5,2,1,3,4,4,1,1,2,1,1,1,4,Library
Female,,16,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,,"Could ask my parents to drive me but that will waste petrol therefore , I’ll require free transport",No,Quick stress-free travelling,5,4,1,1,2,1,1,1,3,5,1,1,5,everywhere
Male,,17,Yes,Any other White background,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Not sure,Possibility to travel to more places,5,3,3,3,4,3,1,2,4,3,1,3,3,Friends and sports club
Male,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,Essential,4,3,4,2,4,3,2,2,4,4,2,2,4,Parks around london and the pool
Male,,16,Yes,Asian or Asian British – Indian,,No,No,No,Dissaprove,5,Three,Bus,,Yes,Bus,,No,a mandatory form of transport,5,4,1,3,2,1,3,3,2,2,3,4,5,"leisure centres, gyms"
Male,,17,Yes,Mixed - White and Asian,,Prefer not to say,No,Yes,Dissaprove,4,Three,Tube,,Yes,Bus,,No,Freedom of traveling without having to worry how much money is left on my card,4,3,3,3,4,3,2,3,2,2,1,1,4,I wouldn’t adventure as much and meet up with friends much less
Male,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Three,Bus,,Not sure,,,Yes,"Nons of the schools in my area are any good, so i travel over an hour to college everyday. Without free bus travel i don't think i'll be able to afford taking 6 buses a day total to my college, severely harming my education and hence future prospect in life.",4,4,1,1,5,5,1,1,1,3,1,1,4,I'd just stay home all the time :(.
Male,,17,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,One,Bus,,No,,,No,everything,5,5,2,3,5,4,1,1,2,3,1,1,1,library
Female,,18,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,Easier to get around without having to think too much about costings of the entire family,5,4,4,3,5,4,2,2,4,4,4,2,4,Libraries
Female,,16,Yes,White British,,No,Prefer not to say,No,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,It means that I don’t have to worry about costing my parents extra money,3,2,1,1,4,3,1,1,2,2,3,4,4,I wouldn’t explore the city as much which is what I really enjoy doing
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Train,,Yes,Walk,,Yes,"Essential, I've grown up with free travel and use it to commute to places on a daily basis.",5,5,1,1,5,5,1,1,3,5,1,1,2,Leisure centres
Female,,17,Yes,Black or Black British - Black African,,No,No,No,Dissaprove,5,One,Bus,,Yes,Walk,,No,Makes it easier for me to get to school and work,5,3,1,1,3,4,1,1,2,2,2,1,2,Any place that is longer than a 15 minute walk
Female,,17,Yes,Any other Mixed background,,No,No,No,Dissaprove,5,Two,Bus,,Not sure,,,No,convenient,2,3,2,4,4,2,4,3,4,4,4,3,4,outdoor spaces
Female,,17,Yes,Asian or Asian British – Pakistani,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Life support,2,4,3,1,4,4,1,1,2,1,1,1,3,I wouldn't really be able to go anywhere
Female,,17,Yes,Any other Mixed background,,No,Yes,No,Dissaprove,5,Two,Bus,,Yes,Walk,,No,less stressful mornings and not having to worry about transport,1,5,3,1,5,5,3,1,1,1,1,3,3,Places i like
Female,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,Opportunity,5,5,3,1,4,4,1,1,3,4,2,1,4,Gym
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,Yes,Yes,Dissaprove,4,Three,Train,,Yes,Train,,Yes,Much more easier to get to college,5,5,1,3,5,5,1,1,3,1,4,3,3,Everywhere
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,Prefer not to say,No,Dissaprove,5,Three,Bus,,Yes,Walk,,Yes,It’s what makes life easier and getting around more efficiently,5,5,3,1,5,4,1,1,1,2,3,2,3,The stops I make when off to my traineeship
Female,,16,Yes,White British,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Bus,,No,Freedom,3,3,1,3,3,1,3,3,4,5,3,5,5,Going to london with family for a day out
Female,,16,Yes,Any other White background,,No,Prefer not to say,No,Dissaprove,5,Three,Bus,,Not sure,,,Yes,It means a lot as I’m trying to save up for university and now I’m going to pay for bus fair which means I won’t have as much money,5,3,1,5,5,5,1,2,2,2,1,1,2,Gym
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Tube,,Yes,Bus,,No,life saver,3,3,1,1,5,4,2,3,2,4,2,2,4,central london
Female,,17,Yes,Mixed - White and Black Caribbean,,No,No,No,Dissaprove,5,Two,Bus,,No,,,Yes,Everything,3,2,2,3,5,3,2,2,4,4,3,3,4,Restaurants
Female,,17,Yes,Any other White background,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,It means I can travel and not have to worry about how I can afford to travel around London.,4,4,1,2,2,4,3,3,2,2,1,2,4,Shopping centres and central london
Female,,17,Yes,White British,,No,No,No,Dissaprove,5,Two,Train,,Yes,Bus,,Not sure,Getting to college and work on time,5,2,1,2,5,3,2,2,2,2,2,1,2,Seeing family will be harder
Female,,16,Yes,,Kurdish ,No,No,Yes,Dissaprove,5,More than three,Bus,,Yes,,I can’t get to school. It’s too far away and I can’t cycle because of the main road. ,Yes,"It means that I can still go to school, volunteer in my community, play rugby, meet with friends. Free travel grants me access to opportunities and everything I currently enjoy in my life. I can’t afford to pay to go to school if they make me and my siblings pay. I have 5 siblings, 3 of which are under 18. We can’t afford this.",5,5,1,1,5,5,1,1,1,3,1,1,1,My volunteering places which are far away from my house. I’d have to stop volunteering in my community since I wouldn’t be able to afford to commute.
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,4,Two,Train,,Yes,Train,,Not sure,The ability to get home easily and safely no matter what,4,4,5,4,4,4,2,2,2,5,2,3,2,Friends houses
Female,,17,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Not sure,It means I don’t have any financial worries when going to school,5,3,1,3,2,1,1,1,2,3,2,2,5,Central london
Female,,18,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,,Car,Yes,"Free transport means I can attend school and meet my friends and be a teenager, be free and escape the pressures from society from time to time",5,5,1,1,1,1,1,1,3,1,1,2,2,Restaurants and bars
Female,,17,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Train,,Not sure,,,No,Helpful,5,3,1,4,4,1,3,3,4,4,2,3,2,"Cinemas, leisure centres."
Female,,18,Yes,Black or Black British – Black Caribbean,,Yes,No,Yes,Dissaprove,5,Two,Bus,,No,,,Yes,"Free transport is a necessity for many young people across the city. Without it, many of us are unable to get to school/college, get a part time job or even think about enjoying free time by spending it with our friends without feeling completely helpless and dependent on our parents. As we grow up we begin to crave and seek independence in every place we can find it and I strongly believe that free travel allows young people to do this in a safe and controlled manner.",5,3,2,3,3,4,2,2,2,2,4,1,3,Tourist attractions and monuments
Female,,18,Yes,Asian or Asian British – Bangladeshi,,No,Yes,Yes,Dissaprove,5,Two,Train,,Yes,Bus,,No,It’s a big part of our lives as we struggle financially,5,3,3,1,5,5,1,1,2,4,2,1,3,I wouldn’t go out unless it was for work or education
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,Walk,,Yes,Very essential,5,5,3,1,5,5,1,1,1,1,1,1,1,Church
Female,,16,Yes,White British,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Not sure,,,No,,5,4,2,1,5,3,3,2,3,4,1,2,2,
Male,,16,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,No,Convenient,4,2,3,3,4,4,2,1,4,4,2,2,4,Travelling
Female,,16,Yes,Any other Mixed background,,No,No,No,Dissaprove,5,Two,Bus,,Not sure,,,Yes,Very important and helpful,4,5,1,3,3,3,1,1,4,3,2,1,4,Dance club
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Cycle,,Not sure,Important,5,3,4,1,3,4,1,1,3,3,2,1,4,New places
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Yes,it means i can see friends and get out around london,4,5,3,1,2,2,1,1,2,2,2,2,3,cinema
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,No,An education and a future for myself,3,5,2,1,5,4,1,1,3,3,3,3,4,College
Male,,18,Yes,White British,,Yes,Yes,No,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,"Free transport makes life a lot easier for me to get around. I have disabilities that prevent me from doing well at work, or even getting hired, so the fact that i don't have to pay money (when I already don't make anything) is really important to me. The elimination of free transport would make life extremely difficult for almost every young person in London.",5,5,1,1,5,5,1,1,1,1,1,1,2,literally anywhere outside my own house
Female,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Walk,,Not sure,it's very important since I live quite far from my school and without it I would have to wake up at 5 in the morning,4,5,3,3,4,2,2,2,3,2,1,1,3,my local library and friends house
Female,,16,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,Walk,,Yes,It means a lot I don’t work so I can’t afford to pay for travel and I travel on busses a lot with means I can’t attend all the places I need to go to and will be late for school and other places,4,4,3,5,5,4,1,1,4,4,4,1,5,"Gym,daily activities"
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Bus,,No,"Freedom, convenience, ease",5,5,1,3,4,5,1,1,1,1,1,3,2,
Female,,17,Yes,,arab and european,No,Yes,Yes,Dissaprove,5,Three,Bus,,Not sure,,,No,taking free travel enables me to go to more places and do more activities,5,3,3,3,5,4,1,1,1,3,4,2,2,"doing work experience, going gym and other extra curriculars"
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,No,Being able to travel effectively and save money,4,2,1,3,3,1,2,2,2,5,2,4,4,Just most places out of my area
Female,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Two,Train,,No,,,No,Low income families having the ability to travel without stress,4,2,2,3,4,4,2,1,3,4,2,3,2,places outside of London eg for tourism
Male,,17,Yes,White British,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,It is just a convenient way to travel to school and meet up with people,4,5,4,3,2,3,1,1,3,3,3,4,4,Generally anywhere that is not close to home
Female,,17,Yes,Black or Black British - Black African,,No,Yes,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,Important,4,3,4,4,4,2,2,3,2,4,2,2,2,Nowhere
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,,Car,No,Necessary,5,2,1,4,4,2,4,3,4,5,2,3,4,Food places
Female,,18,Yes,,Latinx,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Tube,,Not sure,It means I can get to places that will provide me with education and food.,4,4,3,3,5,4,3,3,2,4,2,3,3,Central London or places that can give me information I need for projects
Female,,16,Yes,Asian or Asian British – Pakistani,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Not sure,,,No,It is important because it gives us freedom,3,3,3,4,3,2,3,3,4,4,2,1,4,Yes
Male,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Not sure,Free transport allows me to get quickly to and frim school the sixth form i will be attending next year is  30-40 minute bus ride and it would take time via another alternative,4,5,4,4,3,1,1,2,4,5,2,5,5,Restaurants
Female,,16,No,White British,,Prefer not to say,No,Yes,Dissaprove,3,One,Walk,,No,,,Not sure,Freedom to explore the world around me,5,2,1,2,1,4,2,1,2,3,1,3,4,Friends houses
Female,,16,Yes,Any other White background,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,I am able to travel to places more easily and safely resulting in my parents not being worried if I’m safe or not as I’m not walking,5,4,2,4,5,2,1,1,4,4,2,1,5,Meeting my friends and going to places like Westfield and central London which is about 20/30 mins by bus/tube from where I live
Prefer not to say,,17,Yes,Prefer Not to Say,,Yes,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,,5,5,1,1,5,5,1,1,2,3,2,1,3,
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Not sure,Freedom and saving for my future,5,5,3,2,4,5,2,1,3,3,2,4,4,Find a job closer to me
Female,,17,Yes,White British,,No,Yes,No,Dissaprove,5,Three,Bus,,Not sure,,,No,Free travel is an essential to me because my college fees are very expensive and I’m a student on a budget so having to now pay for travel is going to be difficult and I may have to walk which will take me over an hour or ride a bike which is difficult because the roads are busy and it’s all uphill with a heavy bag to carry. When the weather starts to deteriorate it will be mandatory for me to take the bus to college but now at a price. Personally I feel this is unfair as for under 18s we cannot all afford full price travel especially as it is everyday with at least two trips.,4,5,4,2,5,3,1,1,3,3,4,3,1,Into central London or just to go exploring for fun
Prefer not to say,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,Bus,,Yes,It means be able to get round to my work and my college since my chosen subject of floristry is only in London and without free travel I can't attend,5,5,5,3,5,5,3,1,3,2,5,3,2,Restaurants
Female,,18,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,4,Two,Train,,No,,,No,I’m going uni this year and the uni I plan to attend is outside of London however if I was still going college or school at this current time it would definitely impact how often I would travel and my attendance at school/college. I’m lucky that I’ve turned 18 just as free travel is said to be cut but it is unfortunate for those who are younger than me and even more unfortunate for those who come from low income families.,4,3,2,3,3,2,2,2,4,3,2,4,4,I don’t know
Female,,17,Yes,Mixed - White and Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Yes,It means Young children’s are able to access and go to places they havnt Been exploring and offering a safe and free journey home ster a night out,5,5,3,1,5,5,1,1,2,1,1,1,2,School
